ID,Ten,Mon1,Mon2,Mon3,TongDiem,NV1,NV2
1430,NGUYỄN VĂN LONG,6.25,7.5,6.75,20.5,1,2
1431,NGUYỄN QUỐC HỘI,7.25,7.5,8.75,23.5,3,4
1432,PHAN ĐÌNH KHÁNH,6.25,7.5,7.75,21.5,1,2
1433,ĐINH THỊ NHƯ QUỲNH,8.25,7.5,8.75,24.5,1,2
1434,ĐỖ THU PHƯƠNG,9.25,7.5,9.75,26.5,4,5
1435,NGUYỄN NGỌC LINH,6.25,8.5,7.75,22.5,4,5
1436,LÊ THỊ TRANG,8.25,9.5,6.75,24.5,1,2
1437,PHẠM THỊ QUỲNH LÂM,6.25,9.5,6.75,22.5,3,4
1438,NGÔ XUÂN QUANG,8.25,7.5,9.75,25.5,4,5
1439,TẠ QUANG HÙNG,7.25,7.5,8.75,23.5,5,6
1440,VŨ THỊ KHÁNH LY,7.25,6.5,6.75,20.5,3,4
1441,NGUYỄN THỊ PHƯƠNG THẢO,6.25,8.5,9.75,24.5,1,2
1442,BÙI THANH TRÀ,9.25,6.5,6.75,22.5,5,6
1443,NGUYỄN HÀ NINH,6.25,8.5,7.75,22.5,1,2
1444,CẤN THỊ HỒNG,9.25,8.5,7.75,25.5,2,3
1445,NGUYỄN THỊ MAI ANH,9.25,6.5,6.75,22.5,3,4
1446,TRẦN MINH DƯƠNG,9.25,9.5,7.75,26.5,1,2
1447,TRẦN THỊ PHƯƠNG LINH,7.25,9.5,9.75,26.5,2,3
1448,NGUYỄN THÙY DƯƠNG,9.25,7.5,9.75,26.5,2,3
1449,NGUYỄN THỊ LAN PHƯƠNG,9.25,9.5,9.75,28.5,1,2
1450,NGUYỄN THU TRANG,6.25,7.5,9.75,23.5,4,5
1451,NGUYỄN THANH HUYỀN,6.25,8.5,7.75,22.5,2,3
1452,ĐOÀN THỊ THUỲ NGÂN,9.25,7.5,9.75,26.5,4,5
1453,HÀ KHÁNH LY,7.25,6.5,9.75,23.5,5,6
1454,NGUYỄN NGỌC HIẾU,9.25,6.5,6.75,22.5,4,5
1455,LÊ PHƯƠNG THẢO,6.25,9.5,7.75,23.5,5,6
1456,PHAN NHẬT MINH,8.25,9.5,7.75,25.5,2,3
1457,ĐÀM THUỲ DƯƠNG,6.25,8.5,6.75,21.5,1,2
1458,PHAN NGỌC MINH HẰNG,7.25,7.5,6.75,21.5,1,2
1459,ĐẶNG THỦY ANH,8.25,9.5,6.75,24.5,3,4
1460,NGUYỄN KIM NGÂN,6.25,7.5,7.75,21.5,3,4
1461,NGUYỄN TRUNG HIẾU,6.25,8.5,9.75,24.5,3,4
1462,VŨ TRỌNG ĐẠI,9.25,6.5,6.75,22.5,4,5
1463,NGUYỄN NGUYỆT HOA,8.25,7.5,8.75,24.5,5,6
1464,BÙI HẢI DƯƠNG,7.25,6.5,7.75,21.5,2,3
1465,HOÀNG MINH DŨNG,9.25,9.5,7.75,26.5,2,3
1466,NGUYỄN PHƯƠNG THU,9.25,8.5,8.75,26.5,2,3
1467,TRỊNH THÙY VÂN,8.25,6.5,6.75,21.5,4,5
1468,NGUYỄN THU HOÀI,8.25,7.5,8.75,24.5,3,4
1469,TRẦN THỊ HÀ,7.25,8.5,9.75,25.5,3,4
1470,PHẠM THU HUYỀN,8.25,8.5,6.75,23.5,5,6
1471,NGUYỄN THỊ THANH VÂN,9.25,8.5,7.75,25.5,5,6
1472,TRẦN THỊ TÂM,7.25,8.5,8.75,24.5,4,5
1473,LƯƠNG QUỲNH TRANG,8.25,7.5,6.75,22.5,5,6
1474,PHẠM NGỌC MAI,8.25,7.5,8.75,24.5,2,3
1475,TRẦN LÂM THÙY LINH,6.25,8.5,8.75,23.5,3,4
1476,TRẦN NGUYỆT HÀ,8.25,8.5,6.75,23.5,1,2
1477,TRƯƠNG NGỌC HIỆP,8.25,8.5,8.75,25.5,3,4
1478,NGUYỄN THỊ HUỆ,6.25,8.5,8.75,23.5,5,6
1479,TRẦN BÁ ĐÔNG HƯNG,7.25,8.5,7.75,23.5,5,6
1480,NGUYỄN VĂN MẠNH,8.25,8.5,6.75,23.5,5,6
1481,NGUYỄN VŨ XUÂN ANH,8.25,6.5,7.75,22.5,4,5
1482,NGUYỄN TRƯỜNG GIANG,8.25,7.5,9.75,25.5,4,5
1483,HOÀNG ĐỨC THUẬN,8.25,7.5,8.75,24.5,2,3
1484,BÙI QUỐC KHẢI,9.25,7.5,9.75,26.5,2,3
1485,DƯƠNG THỊ LINH,6.25,7.5,6.75,20.5,1,2
1486,VŨ THỊ THƯƠNG,9.25,6.5,8.75,24.5,3,4
1487,LƯƠNG THỊ KIM CHI,9.25,6.5,7.75,23.5,5,6
1488,PHAN THỊ THU THẢO,7.25,8.5,8.75,24.5,3,4
1489,NGUYỄN NGỌC LINH,7.25,6.5,6.75,20.5,5,6
1490,LÊ THỊ HỒNG HẠNH,8.25,9.5,6.75,24.5,2,3
1491,NGUYỄN THỊ KIM DUNG,8.25,6.5,9.75,24.5,3,4
1492,BÙI ÁNH NGỌC,8.25,8.5,8.75,25.5,4,5
1493,TRỊNH MINH TRÀ,8.25,6.5,9.75,24.5,5,6
1494,ĐỖ THỊ HẢI,7.25,7.5,6.75,21.5,2,3
1495,DOÃN THỊ THUÝ HIỀN,7.25,6.5,9.75,23.5,4,5
1496,ĐẶNG THỊ HÀ PHƯƠNG,9.25,6.5,9.75,25.5,1,2
1497,NGUYỄN THỊ HẠNH NGÂN,9.25,6.5,9.75,25.5,5,6
1498,NGUYỄN THỊ UYÊN,8.25,6.5,8.75,23.5,4,5
1499,LÊ THỊ NINH GIANG,6.25,9.5,8.75,24.5,3,4
1500,NGUYỄN THỊ PHƯƠNG THẢO,8.25,7.5,8.75,24.5,3,4
1501,VŨ THỊ TRÀ MY,9.25,6.5,9.75,25.5,3,4
1502,VŨ THỊ HƯƠNG,6.25,6.5,6.75,19.5,2,3
1503,NGUYỄN THÀNH TIẾN,8.25,6.5,6.75,21.5,3,4
1504,NGUYỄN THẾ ĐỨC,7.25,9.5,6.75,23.5,4,5
1505,ĐÀO THỊ THANH HOÀI,6.25,8.5,6.75,21.5,2,3
1506,NGUYỄN THỊ HUYỀN,8.25,6.5,8.75,23.5,2,3
1507,NGUYỄN THỊ DUYÊN,8.25,6.5,6.75,21.5,1,2
1508,LÊ KHÁNH VY,9.25,9.5,6.75,25.5,3,4
1509,ĐẶNG VĂN HIỆP,6.25,8.5,8.75,23.5,1,2
1510,PHÙNG THỊ MINH THÚY,9.25,7.5,9.75,26.5,4,5
1511,LÊ HOÀNG ANH TUẤN,9.25,9.5,9.75,28.5,4,5
1512,PHẠM ĐỨC THẮNG,7.25,6.5,9.75,23.5,4,5
1513,TRẦN HẢI NAM,6.25,6.5,8.75,21.5,1,2
1514,BÙI MINH TUẤN,8.25,8.5,8.75,25.5,2,3
1515,LÊ THÀNH TRUNG,8.25,9.5,6.75,24.5,3,4
1516,NGUYỄN ANH DOANH,9.25,7.5,9.75,26.5,3,4
1517,LÊ NGỌC PHONG,8.25,8.5,7.75,24.5,1,2
1518,NGUYỄN THUỲ LINH,9.25,6.5,6.75,22.5,2,3
1519,NGUYỄN THÀNH TRUNG,6.25,8.5,9.75,24.5,3,4
1520,VŨ THỊ LÂM OANH,6.25,9.5,6.75,22.5,2,3
1521,ĐỖ DUY HƯNG,7.25,9.5,9.75,26.5,5,6
1522,NGUYỄN ANH ĐỨC,7.25,8.5,9.75,25.5,3,4
1523,NGUYỄN THUỲ LINH,6.25,7.5,8.75,22.5,3,4
1524,NGUYỄN THU HẰNG,8.25,6.5,8.75,23.5,4,5
1525,PHẠM QUANG MINH,6.25,9.5,6.75,22.5,5,6
1526,PHẠM THỊ KHÁNH LINH,9.25,6.5,8.75,24.5,1,2
1527,VŨ THỊ LAN ANH,9.25,8.5,9.75,27.5,1,2
1528,NGUYỄN TÀI THU,6.25,9.5,7.75,23.5,4,5
1529,NGUYỄN HOÀNG ANH,8.25,6.5,6.75,21.5,5,6
1530,PHẠM THÚY LINH,9.25,6.5,8.75,24.5,5,6
1531,LƯU THUÝ AN,6.25,8.5,9.75,24.5,2,3
1532,TRƯƠNG THỊ QUYÊN,7.25,6.5,9.75,23.5,3,4
1533,LƯƠNG THỊ THU LAN,7.25,9.5,7.75,24.5,3,4
1534,TRỊNH THU GIANG,6.25,6.5,9.75,22.5,4,5
1535,PHẠM THỊ LINH TRANG,9.25,8.5,7.75,25.5,5,6
1536,HOÀNG XUÂN TÙNG,6.25,7.5,6.75,20.5,3,4
1537,TRẦN MINH QUANG,8.25,9.5,6.75,24.5,1,2
1538,HOÀNG HẢI YẾN,6.25,7.5,9.75,23.5,1,2
1539,PHÙNG THỊ YẾN YẾN,8.25,8.5,9.75,26.5,1,2
1540,LÊ THỊ KHÁNH LY,6.25,6.5,9.75,22.5,5,6
1541,NGUYỄN THỊ PHƯƠNG NAM,8.25,6.5,9.75,24.5,3,4
1542,NGUYỄN ĐÌNH LỰC,8.25,9.5,9.75,27.5,4,5
1543,NGUYỄN THỊ NGỌC MAI,7.25,8.5,9.75,25.5,5,6
1544,NGUYỄN THỊ KIM THOA,9.25,7.5,8.75,25.5,5,6
1545,NGUYỄN THỊ THẮM,8.25,8.5,9.75,26.5,1,2
1546,NGUYỄN THỊ PHƯƠNG,9.25,8.5,9.75,27.5,4,5
1547,NGUYỄN DUY SAO,6.25,6.5,8.75,21.5,2,3
1548,ĐỖ THỊ HẰNG,6.25,6.5,7.75,20.5,3,4
1549,NGUYỄN THỊ NGỌC ANH,9.25,9.5,9.75,28.5,1,2
1550,LÊ MAI TRANG,8.25,7.5,8.75,24.5,4,5
1551,NGUYỄN THỊ THU,9.25,9.5,6.75,25.5,2,3
1552,NGUYỄN ĐỨC HẠNH,6.25,9.5,9.75,25.5,1,2
1553,NGUYỄN TUẤN VIỆT,9.25,7.5,6.75,23.5,4,5
1554,VŨ DUY THANH,6.25,6.5,9.75,22.5,4,5
1555,PHẠM NHƯ HUẾ,8.25,9.5,7.75,25.5,1,2
1556,ĐỒNG THỊ LIÊN,9.25,6.5,6.75,22.5,1,2
1557,NGUYỄN THỊ HUYỀN,8.25,7.5,9.75,25.5,4,5
1558,TRƯƠNG THỊ PHƯƠNG THẢO,8.25,7.5,6.75,22.5,5,6
1559,LÊ TRUNG DŨNG,7.25,6.5,8.75,22.5,4,5
1560,DƯƠNG ĐỨC HẢI,8.25,7.5,9.75,25.5,2,3
1561,NGUYỄN VIỆT ANH,7.25,8.5,7.75,23.5,4,5
1562,LƯƠNG GIANG,8.25,9.5,7.75,25.5,3,4
1563,NGUYỄN VŨ HOÀNG NAM,8.25,8.5,7.75,24.5,5,6
1564,PHẠM THỊ PHƯƠNG,6.25,6.5,9.75,22.5,2,3
1565,NGUYỄN THANH THÚY,6.25,6.5,8.75,21.5,4,5
1566,ĐẶNG THỊ MINH HẰNG,9.25,6.5,6.75,22.5,3,4
1567,NGUYỄN THỊ PHƯƠNG THẢO,9.25,7.5,7.75,24.5,1,2
1568,NGUYỄN THẢO ANH,7.25,9.5,8.75,25.5,3,4
1569,ĐOÀN THỊ THUỲ HƯƠNG,7.25,7.5,6.75,21.5,4,5
1570,TÔ HỒNG NHUNG,7.25,6.5,8.75,22.5,4,5
1571,NGUYỄN THỊ THUỲ,9.25,9.5,9.75,28.5,3,4
1572,TÔ THÙY TRANG,8.25,7.5,9.75,25.5,5,6
1573,KIM DIỆU HẰNG,8.25,7.5,8.75,24.5,5,6
1574,NGUYỄN THỊ HẠNH,8.25,8.5,9.75,26.5,1,2
1575,HÀ THỊ KIỀU OANH,7.25,9.5,8.75,25.5,1,2
1576,VÕ THÀNH NAM,6.25,7.5,7.75,21.5,1,2
1577,NGUYỄN THÚY HIỀN,9.25,8.5,6.75,24.5,3,4
1578,NGUYỄN THANH HẰNG,7.25,9.5,9.75,26.5,5,6
1579,TRẦN XUÂN PHÚC,8.25,7.5,9.75,25.5,2,3
1580,NGUYỄN THỊ NGỌC HUYỀN,6.25,9.5,9.75,25.5,3,4
1581,ĐẶNG ĐÌNH THUẤN,9.25,9.5,7.75,26.5,4,5
1582,PHẠM ĐẶNG HẢI HÀ,6.25,6.5,8.75,21.5,5,6
1583,TRẦN THỊ HỢP,9.25,8.5,9.75,27.5,5,6
1584,NGUYỄN MINH TRANG,9.25,6.5,6.75,22.5,3,4
1585,NGUYỄN THỊ PHƯƠNG THẢO,9.25,7.5,7.75,24.5,5,6
1586,NGUYỄN TRUNG DUY,8.25,6.5,8.75,23.5,3,4
1587,PHẠM VĂN QUYỀN,9.25,9.5,7.75,26.5,1,2
1588,NGUYỄN TẤN THÀNH,7.25,8.5,8.75,24.5,2,3
1589,PHẠM DUY PHONG,6.25,7.5,9.75,23.5,4,5
1590,TẠ THỊ NGỌC LY,9.25,9.5,9.75,28.5,1,2
1591,LÊ THÙY ANH,9.25,8.5,9.75,27.5,3,4
1592,NGUYỄN THÚY QUỲNH,8.25,6.5,8.75,23.5,1,2
1593,TRẦN THỊ HỒNG VÂN,9.25,6.5,6.75,22.5,3,4
1594,TRẦN THỊ HƯƠNG GIANG,7.25,9.5,9.75,26.5,1,2
1595,BÙI THỊ THU,7.25,8.5,9.75,25.5,2,3
1596,HOÀNG THỊ NHÀI,7.25,9.5,7.75,24.5,2,3
1597,NGUYỄN ĐẶNG MAI HƯƠNG,6.25,6.5,7.75,20.5,5,6
1598,ĐOÀN VĂN ANH NGỌC,8.25,7.5,8.75,24.5,5,6
1599,PHẠM THÙY LINH,8.25,8.5,6.75,23.5,3,4
1600,ĐÀO THỊ HẰNG,7.25,6.5,9.75,23.5,3,4
1601,TRẦN THỊ TỐ UYÊN,8.25,9.5,8.75,26.5,1,2
1602,NGUYỄN THỊ KIỀU OANH,6.25,7.5,9.75,23.5,5,6
1603,PHẠM THỊ THU LINH,9.25,9.5,6.75,25.5,2,3
1604,NGUYỄN THỊ THANH HIỀN,9.25,6.5,6.75,22.5,4,5
1605,NGUYỄN MẠNH TRƯỜNG,9.25,9.5,7.75,26.5,4,5
1606,PHẠM HOÀI ANH,6.25,7.5,7.75,21.5,3,4
1607,LÊ NGỌC THU,7.25,9.5,6.75,23.5,3,4
1608,LƯƠNG QUỐC THÁI,7.25,7.5,9.75,24.5,2,3
1609,PHẠM NGUYỆT HÀ,7.25,9.5,9.75,26.5,1,2
1610,NGUYỄN MINH PHƯƠNG,6.25,7.5,8.75,22.5,5,6
1611,TẠ THỊ DUYÊN,7.25,9.5,8.75,25.5,4,5
1612,NGUYỄN PHƯƠNG ANH,7.25,7.5,8.75,23.5,1,2
1613,NGUYỄN THỊ THÚY QUỲNH,9.25,8.5,8.75,26.5,1,2
1614,TỪ THỊ THANH BÌNH,7.25,9.5,8.75,25.5,5,6
1615,VÕ TRỌNG ĐỨC,6.25,7.5,9.75,23.5,5,6
1616,NGUYỄN THỊ TRÀ MY,8.25,7.5,8.75,24.5,2,3
1617,NGUYỄN HƯƠNG GIANG,8.25,6.5,9.75,24.5,1,2
1618,LƯU THỊ HẢI ANH,9.25,7.5,6.75,23.5,4,5
1619,ĐÀO ĐỨC THẮNG,8.25,9.5,8.75,26.5,5,6
1620,NGUYỄN THỊ NGỌC ANH,6.25,7.5,7.75,21.5,2,3
1621,PHẠM THỊ HỒNG NHUNG,6.25,6.5,6.75,19.5,3,4
1622,HOÀNG THỊ LOAN,6.25,8.5,6.75,21.5,1,2
1623,NGUYỄN THÚY QUỲNH,8.25,9.5,7.75,25.5,5,6
1624,PHẠM NGỌC TUẤN,8.25,7.5,6.75,22.5,5,6
1625,THÁI THỊ THANH HẰNG,7.25,7.5,7.75,22.5,2,3
1626,TRẦN THỊ HƯƠNG LY,7.25,6.5,8.75,22.5,4,5
1627,TRỊNH TUẤN TRƯỜNG,7.25,8.5,9.75,25.5,1,2
1628,LỤC ĐỨC LƯƠNG,8.25,6.5,9.75,24.5,5,6
1629,TẠ THỊ CHINH,6.25,7.5,8.75,22.5,2,3
1630,NGUYỄN TRUNG ĐỨC,9.25,7.5,6.75,23.5,1,2
1631,NGUYỄN VIẾT PHƯƠNG,9.25,8.5,8.75,26.5,1,2
1632,NGUYỄN XUÂN TÙNG,7.25,7.5,7.75,22.5,4,5
1633,TRẦN THANH TÚ,6.25,7.5,7.75,21.5,1,2
1634,PHẠM THỊ PHƯƠNG THANH,9.25,8.5,8.75,26.5,3,4
1635,NGUYỄN HẢI ĐĂNG,8.25,8.5,8.75,25.5,4,5
1636,TRẦN PHÚC NAM,7.25,9.5,6.75,23.5,5,6
1637,NGUYỄN THỊ HOÀI PHƯƠNG,9.25,9.5,9.75,28.5,1,2
1638,NGUYỄN TUẤN NGỌC,7.25,8.5,9.75,25.5,4,5
1639,BÙI THỊ PHƯƠNG,7.25,9.5,8.75,25.5,3,4
1640,VŨ THỊ MINH THÙY,6.25,6.5,8.75,21.5,3,4
1641,NGUYỄN THẾ HUYỀN,7.25,8.5,8.75,24.5,4,5
1642,HOÀNG THỊ THU HOÀI,7.25,7.5,9.75,24.5,4,5
1643,PHẠM THỊ NGUYỆT,6.25,7.5,8.75,22.5,1,2
1644,NGUYỄN TRUNG PHONG,7.25,7.5,8.75,23.5,3,4
1645,ĐỖ THỊ THU THẢO,7.25,9.5,9.75,26.5,5,6
1646,BẠCH THỊ THÚY,9.25,7.5,6.75,23.5,2,3
1647,TƯỞNG VĂN LINH,8.25,6.5,6.75,21.5,2,3
1648,NGUYỄN NHẬT LINH,9.25,8.5,6.75,24.5,3,4
1649,NGUYỄN THỊ LỘC QUY,9.25,6.5,6.75,22.5,2,3
1650,TRẦN THÙY LINH,6.25,6.5,8.75,21.5,3,4
1651,NGUYỄN HỒNG ANH,7.25,6.5,9.75,23.5,2,3
1652,NGUYỄN HOÀNG MAI,7.25,7.5,7.75,22.5,1,2
1653,PHAN THỊ NGUYỆT,7.25,8.5,8.75,24.5,1,2
1654,HOÀNG THỊ THANH MAI,7.25,8.5,7.75,23.5,3,4
1655,PHẠM THỊ NGỌC ÁNH,6.25,8.5,6.75,21.5,4,5
1656,LƯƠNG THỊ QUỲNH LAN,6.25,8.5,8.75,23.5,2,3
1657,NGUYỄN THỊ ANH,8.25,8.5,7.75,24.5,1,2
1658,NGUYỄN THỊ VÂN KHÁNH,7.25,6.5,7.75,21.5,5,6
1659,NGUYỄN THÙY DUNG,8.25,6.5,6.75,21.5,5,6
1660,PHẠM THU ĐÔNG,8.25,6.5,9.75,24.5,2,3
1661,ĐÀO THỊ HỒNG NHUNG,8.25,8.5,8.75,25.5,3,4
1662,NGUYỄN VĂN LONG,8.25,8.5,7.75,24.5,4,5
1663,TRIỆU TIẾN ĐẠT,6.25,6.5,9.75,22.5,2,3
1664,BÙI MẠNH CƯỜNG,9.25,7.5,7.75,24.5,5,6
1665,ĐÀO XUÂN TÙNG,9.25,7.5,7.75,24.5,1,2
1666,CHU THỊ KHÁNH LY,8.25,7.5,9.75,25.5,4,5
1667,NGUYỄN PHƯƠNG LINH,7.25,6.5,8.75,22.5,2,3
1668,PHAN HOÀNG GIANG,6.25,9.5,9.75,25.5,4,5
1669,NGUYỄN THỊ THƯ,8.25,6.5,6.75,21.5,5,6
1670,TRẦN MINH VIỆT,6.25,7.5,7.75,21.5,4,5
1671,NGUYỄN THỊ VÂN ANH,8.25,6.5,7.75,22.5,3,4
1672,ĐỖ THỊ THƯƠNG,8.25,6.5,7.75,22.5,3,4
1673,TRẦN THỊ CHINH,6.25,8.5,6.75,21.5,4,5
1674,ĐẶNG QUANG TIẾN,8.25,6.5,7.75,22.5,5,6
1675,NGUYỄN THỊ HIỀN,8.25,6.5,6.75,21.5,1,2
1676,BÙI THỊ NGỌC,7.25,7.5,9.75,24.5,4,5
1677,NGUYỄN THỊ HƯỜNG,6.25,7.5,9.75,23.5,4,5
1678,ĐỖ THỊ HƯƠNG LY,8.25,9.5,7.75,25.5,4,5
1679,BÙI DIỆU LINH,6.25,8.5,6.75,21.5,1,2
1680,TRẦN THỊ LAN PHƯƠNG,6.25,9.5,8.75,24.5,2,3
1681,PHẠM THỊ THANH THANH,9.25,6.5,6.75,22.5,3,4
1682,NGUYỄN THỊ THÙY LINH,7.25,9.5,7.75,24.5,5,6
1683,TRẦN PHƯƠNG THANH,7.25,8.5,8.75,24.5,2,3
1684,NGUYỄN TRUNG NAM,7.25,9.5,6.75,23.5,3,4
1685,ĐÀO THỊ HƯƠNG GIANG,7.25,8.5,6.75,22.5,2,3
1686,ĐỖ THANH THƯỞNG,6.25,9.5,8.75,24.5,4,5
1687,NGUYỄN THỊ HOA,6.25,6.5,9.75,22.5,5,6
1688,TRẦN SỸ LONG,7.25,9.5,7.75,24.5,1,2
1689,ĐẶNG TIẾN ANH,6.25,9.5,7.75,23.5,5,6
1690,TRỊNH THỊ LAN HƯƠNG,8.25,9.5,9.75,27.5,1,2
1691,NGUYỄN THỊ HÀ,7.25,6.5,9.75,23.5,1,2
1692,NÔNG VĂN CƯỜNG,6.25,9.5,7.75,23.5,2,3
1693,CHU THỊ HỒNG ANH,9.25,8.5,8.75,26.5,5,6
1694,NGUYỄN THỊ PHƯƠNG THẢO,9.25,7.5,8.75,25.5,2,3
1695,PHAN THỊ HẢI YẾN,7.25,9.5,7.75,24.5,3,4
1696,MAI KHÁNH LINH,7.25,6.5,7.75,21.5,3,4
1697,THÂN THỊ LAN HƯƠNG,6.25,6.5,6.75,19.5,2,3
1698,NGUYỄN THÙY DƯƠNG,7.25,7.5,6.75,21.5,2,3
1699,NGUYỄN THỊ MINH ANH,6.25,6.5,8.75,21.5,1,2
1700,ĐÀO THỊ THANH HIỀN,7.25,9.5,8.75,25.5,1,2
1701,NGUYỄN CAO TRUNG,6.25,6.5,8.75,21.5,5,6
1702,BÙI THỊ HỒNG NGỌC,9.25,6.5,6.75,22.5,4,5
1703,BÙI TUẤN LONG,9.25,8.5,6.75,24.5,2,3
1704,HOÀNG VĂN KIÊN,9.25,9.5,6.75,25.5,1,2
1705,NGUYỄN NGỌC MAI,8.25,8.5,8.75,25.5,4,5
1706,NGUYỄN MINH NHẬT,7.25,7.5,7.75,22.5,4,5
1707,VŨ THỊ HẢI ANH,8.25,9.5,9.75,27.5,2,3
1708,VƯƠNG THỊ THU TÂM,6.25,9.5,7.75,23.5,2,3
1709,NGUYỄN PHƯƠNG GIANG,7.25,9.5,7.75,24.5,5,6
1710,DƯƠNG QUỐC KHÁNH,7.25,7.5,9.75,24.5,2,3
1711,BÙI THỊ PHƯƠNG,7.25,8.5,8.75,24.5,5,6
1712,NGUYỄN THỊ HƯƠNG GIANG,8.25,9.5,6.75,24.5,1,2
1713,VŨ TRỊNH HÀ MINH,9.25,8.5,6.75,24.5,2,3
1714,ĐOÀN THỊ THU THỦY,8.25,8.5,9.75,26.5,5,6
1715,ĐỖ THỊ THUỲ LINH,9.25,8.5,7.75,25.5,1,2
1716,HOÀNG THỊ NHUNG,9.25,6.5,7.75,23.5,3,4
1717,VŨ TRẦN PHƯƠNG ANH,7.25,8.5,9.75,25.5,4,5
1718,VŨ VĂN PHƯỚC,6.25,9.5,9.75,25.5,5,6
1719,LÊ MINH NGUYỆT,9.25,9.5,6.75,25.5,1,2
1720,LÃ TUẤN KHẢI,6.25,9.5,9.75,25.5,2,3
1721,TRẦN THỊ DIỄM BÍCH,9.25,8.5,6.75,24.5,1,2
1722,PHẠM THỊ HUYỀN LINH,8.25,8.5,7.75,24.5,4,5
1723,TRẦN VĂN ĐỨC,9.25,6.5,7.75,23.5,1,2
1724,TRẦN NGỌC KIM CHI,6.25,9.5,9.75,25.5,1,2
1725,LÊ MINH PHƯỢNG,7.25,6.5,7.75,21.5,2,3
1726,LÊ THỊ THU TRANG,6.25,8.5,7.75,22.5,1,2
1727,LÊ THỊ HIỀN,6.25,6.5,6.75,19.5,5,6
1728,PHẠM THỊ HẢI,9.25,8.5,6.75,24.5,1,2
1729,PHÙNG THỊ HOA,8.25,6.5,6.75,21.5,5,6
1730,TRẦN THỦY GIANG,7.25,9.5,6.75,23.5,5,6
1731,PHẠM THÚY HƯỜNG,9.25,8.5,7.75,25.5,1,2
1732,LÊ BÙI ĐỨC ANH,6.25,8.5,7.75,22.5,1,2
1733,NGUYỄN QUỲNH HOA,9.25,8.5,9.75,27.5,2,3
1734,NGUYỄN THỊ MINH CHÂU,8.25,9.5,7.75,25.5,1,2
1735,DƯƠNG THỊ THU HƯỜNG,6.25,8.5,8.75,23.5,3,4
1736,HOÀNG VĂN DŨNG,8.25,7.5,8.75,24.5,5,6
1737,VŨ THỊ LIÊN,8.25,6.5,9.75,24.5,5,6
1738,TRẦN THỊ LINH ANH,8.25,8.5,9.75,26.5,2,3
1739,NGUYỄN GIA ĐỨC,7.25,7.5,9.75,24.5,3,4
1740,VŨ THANH TÙNG,6.25,9.5,9.75,25.5,3,4
1741,LÊ THỊ HUYỀN,7.25,7.5,9.75,24.5,5,6
1742,LÊ NGỌC MẪN,8.25,9.5,9.75,27.5,5,6
1743,NGUYỄN THỊ KIM TUYẾN,8.25,7.5,8.75,24.5,1,2
1744,NGUYỄN THỊ HƯƠNG QUỲNH,6.25,8.5,6.75,21.5,4,5
1745,PHAN THỊ PHƯỚC THẢO,9.25,8.5,9.75,27.5,2,3
1746,ĐOÀN HỒNG QUANG,8.25,9.5,9.75,27.5,4,5
1747,DIÊM THỊ THẮM,8.25,7.5,9.75,25.5,2,3
1748,PHẠM THỊ HẰNG,9.25,6.5,7.75,23.5,5,6
1749,HOÀNG THỊ PHƯƠNG THẢO,6.25,9.5,8.75,24.5,5,6
1750,NGUYỄN THU HÀ,8.25,9.5,7.75,25.5,5,6
1751,ĐÀO VIẾT HÂN,7.25,8.5,9.75,25.5,5,6
1752,LÊ THỊ LINH,7.25,7.5,6.75,21.5,4,5
1753,NGUYỄN VIỆT AN,9.25,8.5,8.75,26.5,1,2
1754,NGUYỄN TUYẾT NGÂN,7.25,6.5,7.75,21.5,2,3
1755,NGÔ THỊ MAI DUNG,9.25,8.5,9.75,27.5,4,5
1756,PHẠM QUANG TIẾN,8.25,8.5,9.75,26.5,2,3
1757,NGUYỄN THÀNH ĐỨC,8.25,6.5,6.75,21.5,2,3
1758,NGUYỄN QUANG KHÁNH,6.25,7.5,7.75,21.5,1,2
1759,NGÔ SƠN TÙNG,7.25,8.5,7.75,23.5,4,5
1760,HOÀNG THANH THÁI,6.25,9.5,8.75,24.5,2,3
1761,NGUYỄN HÀ CHI,9.25,8.5,6.75,24.5,3,4
1762,HÀ HOÀNG AN,6.25,9.5,9.75,25.5,2,3
1763,PHẠM THANH HUYỀN,9.25,8.5,7.75,25.5,2,3
1764,HOÀNG THỊ MINH NGỌC,8.25,7.5,6.75,22.5,5,6
1765,LÊ HOÀNG LONG,8.25,9.5,7.75,25.5,5,6
1766,HÀ PHƯƠNG THẢO,8.25,7.5,9.75,25.5,3,4
1767,ĐỖ THÙY TRANG,7.25,6.5,6.75,20.5,4,5
1768,NGUYỄN HỒNG HOA,7.25,7.5,8.75,23.5,4,5
1769,LÊ THỊ HÀ PHƯƠNG,7.25,6.5,8.75,22.5,2,3
1770,NGUYỄN ĐÌNH LỘC,8.25,8.5,6.75,23.5,2,3
1771,TRỊNH TUẤN NGỌC MINH,7.25,8.5,6.75,22.5,1,2
1772,NGUYỄN HÀ PHƯƠNG,6.25,6.5,7.75,20.5,4,5
1773,NGUYỄN PHƯƠNG ANH,9.25,6.5,6.75,22.5,4,5
1774,NGUYỄN NHƯ PHƯƠNG,8.25,6.5,8.75,23.5,1,2
1775,VŨ KHÁNH HOÀNG,7.25,7.5,8.75,23.5,1,2
1776,TRIỆU THÀNH DƯƠNG,7.25,6.5,7.75,21.5,3,4
1777,PHẠM HẢI QUỲNH,7.25,6.5,8.75,22.5,3,4
